id,Название,Класс энергетической эффективности,Ввод в эксплуатацию,Класс недвижимости,Материал стен,Тип отделки,Свободная планировка,Количество этажей,Количество квартир,"Жилая площадь, м²","Высота потолков, м",Велосипедные дорожки,Количество детских площадок,Количество спортивных площадок,Количество площадок для сбора мусора,Количество мест в паркинге,Гостевые места на придомовой территории,Гостевые места вне придомовой территории,Наличие пандуса,Наличие понижающих площадок,Количество инвалидных подъемников,Количество подъездов,Количество пассажирских лифтов,Количество грузовыхи грузопассажирских лифтов,Индекс доступности инфраструктуры,Количество спортивныхплощадок,Наличие понижающихплощадок,Доступность инфраструктуры,Транспортная доступность,Индекс транспортной доступности,Зеленые зоны,Качество воздуха,Индекс зеленой зоны,Индекс качества воздуха
42989,"Жилой комплекс ""Новые горизонты""",B,III кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,10,103,6 034,"2,74",Нет,1,,1,Нет,80,Нет,Нет,,Нет,2,2,Нет,,1,Есть,6,,,,,,
46527,Таллинский парк,A,III кв. 2024,Типовой,Другое,1 вариант,Нет,13,135,5 622,"2,62",Есть,3,,4,Нет,Нет,7,Нет,,Нет,1,2,1,,5,Есть,6,,,,,,
47154,"Жилой микрорайон ""Одинбург""",C,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Есть,25,572,28 576,"2,8",Нет,Нет,,Нет,49,16,107,Нет,,Нет,4,11,11,,Нет,Есть,8,,,,,,
55699,Концептуальный район Кварталы 1777,A+,III кв. 2028,Комфорт,Монолит-кирпич,1 вариант,Нет,13,154,8 249,"2,74",Нет,1,1,1,Нет,374,Нет,Есть,Есть,Нет,3,3,3,7,,,,,,,,,
54087,Жилой Комплекс Ясная Поляна,A,III кв. 2025,Типовой,Другое,1 вариант,Нет,15,149,7 919,"2,51",Нет,1,1,Нет,Нет,47,24,Есть,Есть,Нет,3,3,3,7,,,,,,,,,
52225,ЖК Курортный квартал корпус 5,A+,IV кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,9,86,3 529,"2,77 - 3,07",Нет,Нет,Нет,1,Нет,2,43,Нет,Есть,Нет,1,Нет,1,3,,,,,1,,,2,
51018,"Жилой дом ""ВЕРН""",A,IV кв. 2024,Бизнес,Монолит-кирпич,Нет,Нет,7,84,4 499,"3 - 3,3",Нет,1,,1,22,2,18,Есть,,Нет,2,Нет,2,,1,Есть,9,,,,,,
47350,Лаврушинский,A+,IV кв. 2024,Элитный,Монолит-кирпич,1 вариант,Есть,4,2,483,"3,25 - 6,21",Нет,Нет,,Нет,Нет,Нет,2,Есть,,Нет,1,Нет,Нет,,Нет,Есть,9,10,,3,,,
53625,Жилой комплекс Северный Химмаш,B,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,10,95,5 307,"2,64",Нет,1,1,1,Нет,Нет,Нет,Нет,Есть,Нет,2,Нет,1,7,,,,,1,,,,
39960,ЖК Солнечный город. Резиденции,B,I кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,5,184,6 149,"2,77 - 3",Нет,Нет,,Нет,Нет,Нет,Нет,Есть,,5,5,Нет,5,,Нет,Есть,8,5,,8,,,
53569,Sun Garden Hotel SPA,Не нормируется,I кв. 2028,Элитный,Монолит-кирпич,1 вариант,Нет,2,Нет,Нет,Нет,Нет,Нет,Нет,1,160,Нет,Нет,Нет,Нет,Нет,-,Нет,Нет,3,,,,,,,,,
45574,ЖК Любоград 2 очередь Витязь,A,III кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,5,55,2 026,"2,76",Нет,1,Нет,1,Нет,12,Нет,Нет,Есть,1,1,Нет,Нет,6,,,,,1,,,7,
46574,"ЖК ""Оскол Сити""",B,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,13,132,6 664,"2,7 - 3,3",Нет,2,,1,Нет,144,198,Есть,,Нет,3,3,3,,1,Есть,7,,,,,,
55718,ЖК Южная Нева корпус 3,C,II кв. 2028,Комфорт,Монолит-кирпич,1 вариант,Нет,20,651,26 290,"2,75",Нет,1,1,1,Нет,54,272,Есть,Есть,Нет,5,10,Нет,2,,,,,,,,,
49147,"ЖК ""AURA""",B,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,25,233,10 328,"2,62",Есть,2,2,3,Нет,Нет,30,Есть,Есть,Нет,4,Нет,6,5,,,,,2,,,,
50344,"ЖК ""Подлипки-Город"" поз.32",B,IV кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,4,30,2 167,"2,76",Нет,3,,2,Нет,10,40,Нет,,Нет,2,Нет,Нет,,2,Есть,5,,,,,,
56879,"сп. Ленинский, ул Микрорайон",B,IV кв. 2024,Типовой,Панель,1 вариант,Нет,5,40,1 862,"2,56",Нет,1,1,1,Нет,17,Нет,Есть,Есть,Нет,2,Нет,Нет,3,,,,,,,,,
52410,"Жилой комплекс ""Семейный парк 2""",C,IV кв. 2025,Комфорт,Монолит-кирпич,Нет,Нет,19,153,8 314,"2,65",Нет,1,1,1,Нет,18,Нет,Есть,Есть,Нет,2,4,Нет,10,,,,,,,,,
54827,"г. Казань, ул Сабантуй",C,IV кв. 2024,Комфорт,Кирпич,1 вариант,Нет,2,1,148,3,Нет,1,Нет,Нет,Нет,Нет,Нет,Нет,Есть,Нет,1,Нет,Нет,3,,,,,,,,,
49685,ЖК ФЕНИКС,C,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,17,106,6 329,"2,7",Нет,1,,1,Нет,13,81,Есть,,Нет,1,1,1,,1,Есть,6,,,,6,,
55384,"Микрорайон ""Никольский""",A+,IV кв. 2024,Типовой,Монолит,1 вариант,Нет,14,99,6 197,"2,52",Нет,2,2,1,Нет,47,42,Есть,Есть,Нет,2,2,2,8,,,,,,,,,
55670,ЖК Авиатор,B,II кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,10,99,4 929,"2,87",Есть,2,2,1,Нет,22,167,Есть,Есть,Нет,1,1,1,5,,,,,,,,,
35073,"ЖК ""Урбан-Парк""",Не нормируется,IV кв. 2026,Комфорт,Кирпич,Нет,Нет,1,Нет,Нет,Нет,Нет,1,,1,Нет,2,6,Есть,,Нет,-,Нет,Нет,,Нет,Есть,9,,,,,,
56904,"ЖК ""Крылья""",B,IV кв. 2025,Типовой,Кирпич,1 вариант,Нет,5,92,4 538,"2,7",Нет,1,1,1,Нет,12,Нет,Нет,Есть,Нет,3,Нет,3,2,,,,,,,,,
49442,"ЖК ""Парк Победы 2""",B,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,10,48,2 313,"2,72",Нет,4,,8,Нет,378,Нет,Нет,,Нет,1,1,1,,6,Есть,7,,,,,,
27630,"ЖК ""Пушкинский парк""",C,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,11,51,3 393,3,Нет,1,Нет,1,Нет,10,3,Есть,Есть,Нет,1,1,1,8,,,,,,,,,
50751,Б26 Дом на высоте ,B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,26,247,13 755,"2,64 - 3",Нет,1,1,2,Нет,8,Нет,Нет,Есть,Нет,2,Нет,4,9,,,,,3,,,,
42930,Жилой квартал Shagal,B,IV кв. 2024,Бизнес,Монолит-кирпич,1 вариант,Нет,18,214,14 358,"3,1 - 3,55",Нет,6,,1,105,Нет,35,Нет,,Нет,5,7,Нет,,2,Есть,7,8,,4,6,,
28063,"ЖК ""Чкалово парк""",B,IV кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,9,119,6 699,"2,8 - 3",Нет,1,,1,Нет,98,Нет,Есть,,1,6,6,Нет,,Нет,Есть,6,,,,,,
14218,Цветной город,D,III кв. 2026,Комфорт,Другое,1 вариант,Нет,22,200,7 483,"2,55 - 2,56",Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Есть,Нет,1,2,4,4,,,,,7,,,7,
47221,"ЖК ""8 Элемент""",B,II кв. 2025,Типовой,Кирпич,1 вариант,Нет,17,174,5 246,"2,8",Нет,1,,2,Нет,6,Нет,Есть,,Нет,1,2,2,,3,Есть,8,,,,,,
56306,"ЖК Остафьево,ПРАГМАТИК-КЛАСС",A,IV кв. 2025,Типовой,Панель,1 вариант,Нет,15,650,29 226,"2,95 - 3",Нет,3,3,2,Нет,219,37,Нет,Есть,Нет,6,4,8,5,,,,,1,,,1,
53469,ЖК «Univer City. Город возможностей»,B,IV кв. 2025,Комфорт,Другое,1 вариант,Нет,6,273,8 644,"2,77 - 3,07",Нет,1,1,1,Нет,73,36,Есть,Есть,5,7,Нет,7,8,,,,,1,,,2,
53658,Twelve ЖК Твелв ЖК Жилой комплекс Twelve,A,I кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Нет,36,934,54 798,"3 - 4,1",Нет,1,1,1,372,Нет,Нет,Нет,Есть,Нет,3,3,10,9,,,,,8,,,6,
51660,Дом Петропавловский,B,II кв. 2025,Элитный,Монолит-кирпич,1 вариант,Нет,7,28,2 194,"3 - 3,3",Нет,2,,1,20,4,Нет,Нет,,Нет,1,1,Нет,,2,Есть,8,,,,,,
54792,"Дом на Заводской ЖК ""Событие 2""",B,I кв. 2025,Комфорт,Кирпич,1 вариант,Нет,10,99,4 976,"2,7 - 3",Нет,1,1,1,Нет,52,Нет,Есть,Есть,Нет,2,Нет,2,9,,,,,,,,,
52573,"Жилой комплекс ""Победа"" в г.Оренбурге",C,IV кв. 2026,Типовой,Панель,1 вариант,Нет,19,68,3 505,"2,7",Нет,5,1,2,Нет,Нет,405,Есть,Есть,Нет,1,1,1,6,,,,,,,,,
51231,"с. Пестрецы, ул Казанская, строение 2",C,II кв. 2024,Комфорт,Кирпич,1 вариант,Нет,5,48,2 712,"2,7",Нет,2,,2,Нет,330,67,Есть,,Нет,2,Нет,Нет,,2,Есть,3,,,,,,
48012,"г. Пермь, район Индустриальный р-н, пер Бисерский, д. 5",B,II кв. 2025,Типовой,Монолит-кирпич,1 вариант,Нет,10,150,7 562,"2,7 - 2,75",Нет,1,1,1,Нет,17,Нет,Есть,Есть,Нет,2,2,Нет,8,,,,,,,,,
55432,City Bay CLIFF5,A+,IV кв. 2026,Типовой,Монолит-кирпич,1 вариант,Нет,16,530,35 441,"3,3 - 3,45",Нет,2,Нет,Нет,306,Нет,Нет,Есть,Есть,6,5,6,28,7,,,,,9,,,3,
53398,"г. Магадан, район Гороховое поле, ул Ягодная, д. 7",B,III кв. 2026,Типовой,Монолит-кирпич,Нет,Нет,8,200,8 859,"2,89",Есть,3,3,1,Нет,128,31,Нет,Есть,Нет,11,11,22,8,,,,,,,,,
47824,"ЖК ""Алтуфьевское 53""",A,II кв. 2025,Типовой,Другое,1 вариант,Нет,34,1167,45 931,"2,68",Нет,1,,1,274,29,121,Нет,,Нет,3,1,9,,1,Есть,9,6,,5,,,
51900,"Жилой район ""Волгарь""",A+,IV кв. 2024,Типовой,Кирпич,Нет,Нет,17,316,15 428,"2,7 - 3,6",Нет,1,,1,Нет,158,Нет,Нет,,Нет,2,Нет,4,,1,Есть,6,1,,,,,
46279,Квартал В11 корпус 2 СберСити,A,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,11,100,6 936,"2,9",Нет,1,,1,Нет,1,25,Нет,,Нет,3,3,3,,1,Нет,5,,,5,,,
34367,Региональный курорт GATCHINA GARDENS,A++,IV кв. 2024,Элитный,Другое,Нет,Есть,3,4,1 138,"3,3",Есть,2,,1,Нет,Нет,6,Есть,,Нет,1,Нет,Нет,,6,Есть,1,,,,,,
47378,"ЖК ""Журавли""",A++,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Есть,5,98,4 566,"2,7",Нет,1,,1,Нет,Нет,124,Есть,,Нет,5,Нет,Нет,,1,Есть,3,,,,,,
48779,МФК Коллекция Лужники,B,IV кв. 2026,Элитный,Другое,1 вариант,Нет,2,Нет,Нет,Нет,Нет,3,,2,480,Нет,561,Есть,,Нет,-,Нет,Нет,,3,Есть,10,8,,8,,,
44544,"мкр Гармония (село Каменка), д. 132, блок-секция 4",C,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,2,1,149,"2,7",Нет,Нет,,Нет,Нет,Нет,Нет,Нет,,Нет,1,Нет,Нет,,Нет,Нет,1,,,,,,
38361,Жилой комплекс Кронштадтский 9,A,II кв. 2024,Типовой,Панель,1 вариант,Нет,34,583,30 701,"2,72",Нет,2,,4,32,14,Нет,Нет,,Нет,2,4,Нет,,1,Есть,9,6,,7,6,,
27570,"ЖК ""Гранд Империалъ""",B,IV кв. 2025,Элитный,Монолит-кирпич,1 вариант,Есть,11,24,2 316,3,Есть,1,1,1,155,268,24,Есть,Есть,Нет,1,2,Нет,9,,,,,7,,,,
46706,"""Район Солнечный"".""Лицейский квартал""",B,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,17,336,17 369,"2,7 - 3",Нет,1,,Нет,Нет,5,215,Нет,,Нет,5,2,5,,1,Есть,5,,,,,,
49018,"п. Доброград, ул Благополучия, д. 1, корпус 2",C,II кв. 2024,Комфорт,Кирпич,1 вариант,Нет,3,36,1 908,"2,67",Нет,1,Нет,1,Нет,39,71,Нет,Есть,Нет,2,Нет,Нет,1,,,,,,,,,
51573,"ДК ""Высота",A+,I кв. 2028,Комфорт,Монолит-кирпич,1 вариант,Нет,25,253,13 834,"2,74",Нет,1,,1,Нет,133,Нет,Есть,,Нет,2,2,2,,1,Есть,8,,,,,,
54468,"ЖК ""ЭКОГРАФИЯ"" корпус 12",B,II кв. 2027,Комфорт,Монолит-кирпич,1 вариант,Нет,4,38,1 515,"2,72",Есть,1,2,8,Нет,Нет,Нет,Нет,Есть,Нет,1,Нет,1,1,,,,,,,,,
56378,РУССКАЯ ЕВРОПА,A+,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,15,615,47 865,"3,15",Нет,3,3,3,300,14,Нет,Нет,Есть,Нет,10,10,30,6,,,,,,,,,
53580,Жилой комплекс АТЛАС,C,IV кв. 2024,Типовой,Кирпич,Нет,Нет,4,60,2 460,"2,7",Есть,2,2,3,Нет,10,22,Есть,Есть,1,4,Нет,Нет,4,,,,,,,,,
52988,"ГОРОДСКОЙ ОКРУГ""ГОРИЗОНТЫ""ВТОРАЯ ОЧЕРЕДЬ",B,I кв. 2027,Комфорт,Монолит-кирпич,1 вариант,Нет,9,68,2 358,"2,85",Нет,2,,2,Нет,26,51,Есть,,Нет,1,1,Нет,,2,Есть,5,,,,,,
50013,"Первый дом ЖК ""ПИПЛ""",C,II кв. 2025,Комфорт,Монолит-кирпич,Нет,Нет,24,218,11 171,"2,8 - 3",Нет,8,1,1,Нет,89,Нет,Есть,Есть,Нет,1,3,3,8,,,,,,,,,
48883,SMIT-квартал в 140Б кв.,B,III кв. 2024,Комфорт,Другое,1 вариант,Нет,17,112,7 672,"2,74",Нет,1,1,1,49,49,Нет,Есть,Есть,Нет,1,2,Нет,4,,,,,,,,,
54708,"г. Грозный, ул Э.Э.Исмаилова, д. 22, вл. дом",C,II кв. 2027,Комфорт,Монолит-кирпич,1 вариант,Есть,20,162,14 806,"2,7",Нет,2,1,Нет,Нет,30,50,Есть,Есть,3,3,3,3,6,,,,,,,,,
49494,"ЖК ""Алхимово"", Алхимово, Алхимово 2.1",A,I кв. 2025,Типовой,Монолит-кирпич,Нет,Нет,13,338,14 646,"3 - 3,15",Нет,7,,2,Нет,25,Нет,Нет,,Нет,4,4,4,,3,Есть,7,1,,1,,,
46556,"ЖК ""Сердце Востока""",B,III кв. 2025,Комфорт,Монолит-кирпич,Нет,Нет,25,599,36 276,"2,7 - 3,3",Нет,3,,2,99,189,Нет,Нет,,Нет,5,6,5,,3,Есть,9,,,,,,
35847,"г. Москва, район СВАО, ул Лосиноостровская, корпус 3, вл. 45",B,III кв. 2024,Комфорт,Другое,1 вариант,Нет,26,620,25 556,"2,66 - 2,92",Есть,2,,1,Нет,2,Нет,Нет,,Нет,3,2,12,,1,Есть,2,2,,10,6,,
56540,Жилой комплекс ДЗЕНПАРК,B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,4,208,6 387,"2,72",Нет,10,8,5,Нет,521,127,Есть,Есть,Нет,4,Нет,4,1,,,,,,,,,
56896,"п. Петровский, ул Центральная",B,II кв. 2028,Комфорт,Монолит-кирпич,1 вариант,Нет,12,119,5 588,3,Нет,1,1,3,Нет,80,Нет,Нет,Есть,Нет,1,Нет,1,5,,,,,,,,,
47868,"Жилой квартал ""Victory Park",A+,III кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,10,91,4 093,"2,7",Есть,1,,1,Нет,145,32,Нет,,Нет,2,Нет,2,,1,Есть,8,,,,,,
48742,"Счастье 2.0"" МР Счастье 2.0""",C,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,5,220,10 124,"2,7",Нет,1,,3,Нет,95,69,Есть,,Нет,6,6,Нет,,1,Есть,3,,,,,,
33507,"ЖК ""Дыхание"" 28 Литер, 16 этап",C,II кв. 2025,Комфорт,Другое,1 вариант,Нет,17,450,19 571,"2,7",Нет,1,,1,Нет,30,300,Есть,,Нет,3,3,3,,1,Есть,5,,,,,,
51603,"ЖК ""Околица""",B,I кв. 2025,Типовой,Другое,1 вариант,Нет,14,276,12 503,"2,55 - 2,63",Нет,5,,1,Нет,Нет,Нет,Есть,,Нет,3,3,3,,4,Есть,8,,,,,,
55314,"Жилой комплекс ""Экопарк Сосны""",B,II кв. 2025,Типовой,Другое,1 вариант,Нет,4,43,2 074,3,Нет,1,Нет,1,Нет,Нет,Нет,Нет,Есть,Нет,3,Нет,Нет,5,,,,,,,,,
44521,"мкр Гармония (с Каменка), д. 144В, блок-секция 3",C,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,2,1,110,"2,7",Нет,Нет,,Нет,Нет,Нет,Нет,Нет,,Нет,1,Нет,Нет,,Нет,Нет,1,,,,,,
34839,ЖК Родные Пенаты,B,I кв. 2026,Комфорт,Кирпич,1 вариант,Есть,11,219,11 705,"2,55",Нет,1,Нет,1,Нет,40,Нет,Есть,Есть,Нет,4,2,10,4,,,,,,,,,
51027,Дом у рощи,A,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,17,210,12 137,"2,7",Нет,1,,5,Нет,82,83,Нет,,5,3,3,3,,2,Есть,8,,,,,,
48923,Жиvoй комплекс Настроение,B,IV кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,18,214,8 843,"2,54 - 2,99",Нет,1,1,1,Нет,15,Нет,Есть,Есть,Нет,1,Нет,2,8,,,,,,,,,
55771,Город оружейников.Жилой дом 24,B,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,11,81,3 827,"2,6",Нет,1,4,4,Нет,121,Нет,Нет,Есть,Нет,1,1,Нет,7,,,,,,,,,
54114,ЖК ПУЛЬС,A,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,10,70,3 392,"2,74 - 3,34",Нет,1,1,2,Нет,182,Нет,Есть,Есть,Нет,1,Нет,1,5,,,,,,,,,
50913,"Жилой квартал ""Гранатовый""",A,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,8,184,8 610,"3,02",Есть,1,1,4,90,90,10,Есть,Есть,Нет,6,Нет,6,7,,,,,,,,,
45882,"""Дом-Мегалит в Королёве""",B,II кв. 2024,Бизнес,Другое,1 вариант,Нет,21,365,22 573,"2,9",Нет,1,,1,195,11,Нет,Есть,,Нет,5,7,11,,1,Есть,9,,,,,,
49760,"ЖК Камертон, Клубный дом Камертон",A+,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,19,210,12 332,3,Нет,1,,1,89,7,Нет,Есть,,Нет,2,2,2,,1,Нет,7,,,,,,
55574,ГК ДомСтрой Жилой комплекс МЕГА,B,IV кв. 2026,Типовой,Монолит-кирпич,1 вариант,Есть,18,176,7 747,"2,8 - 3",Нет,1,Нет,5,Нет,54,Нет,Есть,Есть,Нет,1,1,1,7,,,,,,,,,
50714,"г. Краснодар, ул Им. 40-летия Победы",B,III кв. 2025,Типовой,Монолит,Нет,Нет,6,Нет,Нет,Нет,Нет,Нет,,1,500,Нет,Нет,Есть,,Нет,-,Нет,1,,Нет,Есть,8,,,,,,
52609,"ЖК ""На Фонтанке""",D,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,9,31,1 417,"2,7",Нет,1,1,3,Нет,261,Нет,Есть,Есть,Нет,1,1,Нет,6,,,,,,,,,
54771,"г. Череповец, ул Рыбинская",B,I кв. 2026,Типовой,Кирпич,1 вариант,Нет,16,104,5 899,"2,5",Нет,1,1,3,Нет,62,58,Есть,Есть,Нет,1,1,3,7,,,,,,,,,
4945,"г. Краснодар, литера 6",B,I кв. 2026,Комфорт,Другое,1 вариант,Нет,8,112,5 162,"2,72",Есть,2,,Нет,Нет,22,69,Нет,,3,3,Нет,3,,4,Есть,6,,,,,,
47789,"г. Барнаул, район Индустриальный р-н, ул Геодезическая, д. 45б",B,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,5,26,1 454,"2,8",Нет,1,,1,Нет,6,7,Есть,,Нет,2,Нет,Нет,,Нет,Есть,7,,,,,,
41965,Волна-1 (3-й этап строительства),C,IV кв. 2024,Типовой,Панель,1 вариант,Нет,18,317,21 158,"2,8",Нет,1,,1,Нет,41,42,Есть,,Нет,4,5,4,,Нет,Есть,5,,,,,,
49435,"ЖК ""Парк Победы 2""",B,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,10,96,5 446,"2,72",Нет,4,,8,Нет,378,Нет,Нет,,Нет,2,2,2,,6,Есть,7,,,,,,
50579,"г. Астрахань, ул Латышева",A,II кв. 2028,Комфорт,Монолит-кирпич,Нет,Нет,25,393,20 977,"2,72",Нет,1,,1,Нет,37,Нет,Есть,,Нет,6,1,11,,Нет,Есть,8,,,,,,
47617,"г. Абакан, ул Кирова, д. 185",C,IV кв. 2025,Типовой,Монолит-кирпич,1 вариант,Нет,13,176,7 952,"2,7",Есть,1,,1,Нет,88,Нет,Есть,,2,2,4,Нет,,1,Есть,7,,,,,,
48633,"ЖК ""Притяжение"" в. Оренбурге. Дом 1",C,II кв. 2025,Типовой,Панель,1 вариант,Нет,19,102,4 899,"2,74",Нет,2,,1,Нет,Нет,183,Есть,,Нет,1,1,1,,2,Есть,7,,,,,,
45804,Грин Парк,B,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,20,358,20 778,"2,72 - 3,27",Нет,1,Нет,2,50,7,29,Есть,Есть,Нет,4,2,8,8,,,,,,,,,
54584,"п. Расцвет, ул 22 Олимпиады, д. 1/1",C,III кв. 2024,Бизнес,Кирпич,Нет,Есть,2,1,119,"2,8",Нет,Нет,Нет,1,Нет,1,1,Нет,Нет,Нет,1,Нет,Нет,2,,,,,,,,,
56562,Крылов,A+,IV кв. 2025,Комфорт,Другое,1 вариант,Нет,17,234,11 748,"2,8",Нет,2,2,2,Нет,Нет,Нет,Нет,Есть,Нет,2,2,2,7,,,,,,,,,
52598,"г. Якутск, ул Лермонтова, литера Б/н",C,II кв. 2025,Типовой,Монолит-кирпич,1 вариант,Нет,16,182,10 887,"2,8",Нет,1,Нет,1,Нет,34,Нет,Нет,Есть,Нет,2,4,Нет,8,,,,,,,,,
50820,Первый Академ,A+,I кв. 2025,Типовой,Монолит-кирпич,1 вариант,Нет,1,Нет,Нет,Нет,Есть,1,1,Нет,215,Нет,Нет,Есть,Есть,Нет,-,Нет,6,8,,,,,3,,,,
46530,"г. Калуга, ул Болдина, д. 12",A++,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,19,58,4 442,3,Нет,1,,1,44,44,18,Есть,,Нет,1,1,1,,1,Есть,8,,,,,,
51262,Патрики,C,IV кв. 2026,Бизнес,Другое,1 вариант,Нет,20,236,12 828,"2,7 - 3",Нет,2,,10,266,18,Нет,Есть,,Нет,4,Нет,8,,2,Есть,8,,,,,,
49224,"с. Агой, д. 2",B,IV кв. 2025,Типовой,Кирпич,Нет,Нет,7,Нет,Нет,Нет,Нет,1,,1,Нет,37,305,Есть,,Нет,-,2,6,,1,Есть,1,,,,,,
40969,Апарт-комплекс HighWay,Не нормируется,II кв. 2024,Комфорт,Другое,Нет,Нет,24,Нет,Нет,Нет,Нет,1,1,Нет,163,198,Нет,Нет,Есть,Нет,-,28,20,9,,,,,9,,,3,6
25048,"Жилой комплекс ""Кутузовский""",B,II кв. 2025,Комфорт,Монолит-кирпич,Нет,Нет,1,Нет,Нет,Нет,Есть,1,,Нет,90,Нет,Нет,Есть,,Нет,-,Нет,Нет,,1,Есть,8,,,,,,
47203,"ЖК ""Suncity"" ЖК ""Курортный"" 2 этап",B,IV кв. 2027,Комфорт,Монолит-кирпич,1 вариант,Есть,4,96,4 212,"2,75",Нет,1,,Нет,Нет,Нет,147,Есть,,Нет,3,Нет,6,,Нет,Есть,3,,,,,,
52728,"Жилой квартал ""Victory Park",A+,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,10,74,4 064,"2,7",Есть,1,,1,Нет,145,32,Нет,,Нет,2,Нет,2,,1,Есть,7,,,,,,
54198,г. Чебоксары,B,III кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,18,252,16 283,"2,77 - 3,73",Есть,1,1,1,289,51,27,Есть,Есть,Нет,4,6,Нет,9,,,,,,,,,
47816,"ЖК ""QUATTRO""",B,III кв. 2025,Типовой,Монолит-кирпич,1 вариант,Нет,24,231,10 231,"2,7",Нет,1,,1,Нет,Нет,85,Нет,,Нет,1,2,2,,1,Нет,4,,,,,,
27927,I LOVE,A+,IV кв. 2024,Бизнес,Другое,Нет,Нет,27,344,17 794,3,Есть,1,,3,139,16,Нет,Нет,,Нет,3,8,6,,1,Есть,9,5,,8,6,,
41951,"ЖК ""АМО""",B,II кв. 2024,Элитный,Другое,1 вариант,Есть,7,125,9 561,"2,8 - 3,25",Нет,1,,Нет,72,2,2,Нет,,Нет,3,3,Нет,,1,Есть,9,8,,2,,,
52051,"Жилой микрорайон ""Новое Отрадное""",A,IV кв. 2024,Типовой,Другое,1 вариант,Нет,11,330,16 383,"2,56",Нет,1,,1,Нет,102,Нет,Есть,,5,5,Нет,5,,1,Есть,5,,,,,,
48462,"г. Орёл, ул Бурова, д. 50",B,IV кв. 2025,Комфорт,Кирпич,Нет,Нет,18,174,9 254,"2,7",Нет,1,,1,Нет,63,Нет,Нет,,1,1,Нет,2,,2,Есть,7,,,,,,
42290,"Гостиничный комплекс ""Поляна Пик""",A+,II кв. 2025,Элитный,Монолит-кирпич,1 вариант,Нет,13,Нет,Нет,Нет,Нет,Нет,,1,137,33,Нет,Нет,,Нет,-,6,Нет,,Нет,Нет,5,,,,,,
52897,Жилой комплекс Юго-Восток ,B,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,10,146,8 407,"2,7",Нет,1,,1,Нет,74,Нет,Нет,,Нет,4,4,4,,1,Есть,1,,,,,,
56861,"г. Екатеринбург, ул Энергостроителей, д. 7",B,IV кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Нет,28,168,11 799,"2,7",Нет,1,1,1,126,Нет,Нет,Есть,Есть,Нет,1,2,2,10,,,,,6,,,,
52604,"ЖК ""На Фонтанке""",D,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,9,31,1 443,"2,7",Нет,1,1,3,Нет,261,Нет,Есть,Есть,Нет,1,1,Нет,6,,,,,,,,,
54163,Расцветай на Дуси Ковальчук,B,II кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,27,398,17 982,"2,7 - 3,3",Нет,1,1,1,162,37,Нет,Есть,Есть,Нет,1,2,6,1,,,,,,,,,
